"admin_lvl1_name" "date" "USAF" "country_iso2_id" "country_name" "admin_lvl1_id" "period_date" "dengue_total_cases" "LAT" "LON" "ELEV(M)" "wban" "yearmoda" "temp" "dewp" "slp" "stp" "visib" "wdsp" "mxspd" "gust" "max" "min" "prcp" "sndp" "frshtt" "predicted"
"99" "anuradhapura" "2011-06-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20110601 39 8.301 80.428 98.8 99999 20110601 81.5 74.9 1007.7 997 10.1 2.7 5.1 999.9 90 77 0 999.9 10000 NA
"100" "anuradhapura" "2011-07-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20110701 43 8.301 80.428 98.8 99999 20110701 84.2 73.5 1007.3 997.1 9.3 2.5 2.9 999.9 94 77 0 999.9 0 NA
"101" "anuradhapura" "2011-08-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20110801 21 8.301 80.428 98.8 99999 20110801 84 73 1006.7 996.5 9.3 3.1 4.1 999.9 95 78 0 999.9 0 NA
"102" "anuradhapura" "2011-09-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20110901 22 8.301 80.428 98.8 99999 20110901 83.3 72.7 1006.4 996.2 9.3 3.3 9.9 999.9 92 77 0 999.9 0 NA
"103" "anuradhapura" "2011-10-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20111001 24 8.301 80.428 98.8 99999 20111001 85.2 73.4 1008.9 998.6 10.9 1.5 1.9 999.9 96 77 0 999.9 0 NA
"104" "anuradhapura" "2011-11-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20111101 12 8.301 80.428 98.8 99999 20111101 78.9 74.4 1008.6 998.4 9.3 0.5 1 999.9 88 74 0.06 999.9 10000 NA
"105" "anuradhapura" "2011-12-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20111201 33 8.301 80.428 98.8 99999 20111201 79.4 74.7 1009.7 999.5 9.3 0.2 1 999.9 87 75 0.18 999.9 10000 NA
"106" "anuradhapura" "2012-01-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20120101 38 8.301 80.428 98.8 99999 20120101 78.3 70.1 1011 1000.8 9.3 0.5 1.9 999.9 89 69 0 999.9 0 33
"107" "anuradhapura" "2012-02-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20120201 37 8.301 80.428 98.8 99999 20120201 77.4 69 1011.4 1001.5 9.3 1.6 2.9 999.9 86 70 0 999.9 0 38
"108" "anuradhapura" "2012-03-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20120301 36 8.301 80.428 98.8 99999 20120301 83.5 74 1007.9 997.7 10.9 0.4 1 999.9 93 74 0 999.9 0 37
"109" "anuradhapura" "2012-04-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20120401 26 8.301 80.428 98.8 99999 20120401 82.1 73.8 1010.7 1000.5 9.3 0.9 4.1 999.9 94 74 0.03 999.9 10 36
"110" "anuradhapura" "2012-05-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20120501 29 8.301 80.428 98.8 99999 20120501 83.2 75.3 1008.1 997.9 10.1 1.9 2.9 999.9 91 77 0 999.9 0 26
"111" "anuradhapura" "2012-06-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20120601 56 8.301 80.428 98.8 99999 20120601 85.4 75.4 1005.5 995.3 9.3 3.8 8 999.9 94 79 0 999.9 0 37
"112" "anuradhapura" "2012-07-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20120701 31 8.301 80.428 98.8 99999 20120701 83.1 74.5 1005.2 995.1 11.2 4 6 999.9 91 77 0 999.9 0 56
"113" "anuradhapura" "2012-08-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20120801 34 8.301 80.428 98.8 99999 20120801 84.4 71 1009.7 999.5 9.3 2.3 4.1 999.9 95 76 0 999.9 0 31
"114" "anuradhapura" "2012-09-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20120901 26 8.301 80.428 98.8 99999 20120901 84.7 73.3 1007.9 997.7 8.5 2.1 5.1 999.9 95 76 0 999.9 0 35
"115" "anuradhapura" "2012-10-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20121001 27 8.301 80.428 98.8 99999 20121001 84.6 71.2 1009.5 999.3 9.3 1.8 2.9 999.9 96 76 0 999.9 0 26
"116" "anuradhapura" "2012-11-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20121101 34 8.301 80.428 98.8 99999 20121101 76.3 73.5 1008.6 998.4 9.3 1.3 2.9 999.9 80 72 2.46 999.9 10000 27
"117" "anuradhapura" "2012-12-01" 434210 "LKA" "Sri Lanka" "LK.AD" 20121201 119 8.301 80.428 98.8 99999 20121201 76.7 68.2 1010.7 1000.5 9.3 0.6 1 999.9 86 68 0 999.9 0 55
