country_iso2_id,country_name,admin_lvl1_id,admin_lvl1_name,period_date,dengue_total_cases
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20100401,6
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20100501,14
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20100601,13
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20100701,45
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20100801,44
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20100901,21
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20101001,21
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20101101,6
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20101201,3
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20110101,3
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20110201,8
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20110301,9
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20110401,19
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20110501,17
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20110601,20
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20110701,50
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20110801,10
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20110901,31
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20111001,43
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20111101,17
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20111201,25
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20120101,24
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20120201,35
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20120301,41
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20120401,25
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20120501,18
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20120601,58
LKA,Sri Lanka,LK.NW,Nuwara Eliya,20120701,30
